version,w,s,i,time (ms)
txact,58,20,22,501.726
txact,58,20,23,449.998
txact,58,20,24,488.057
txact,58,20,25,585.612
txact,58,20,31,480.304
txact,58,20,32,453.463
txact,58,20,33,472.942
txact,58,20,34,521.487
txact,58,20,35,488.158
txact,58,22,11,467.263
txact,58,22,12,510.087
txact,58,22,13,555.503
txact,58,22,14,442.492
txact,58,22,15,506.639
txact,58,22,21,508.152
txact,58,22,22,486.852
txact,58,22,23,514.171
txact,58,22,24,517.576
txact,58,22,25,534.036
txact,58,22,31,500.428
txact,58,22,32,476.636
txact,58,22,33,473.789
txact,58,22,34,470.664
txact,58,22,35,510.322
txact,58,24,11,478.914
txact,58,24,12,546.959
txact,58,24,13,505.227
txact,58,24,14,554.019
txact,58,24,15,485.265
txact,58,24,21,476.799
txact,58,24,22,518.464
txact,58,24,23,496.094
txact,58,24,24,526.327
txact,58,24,25,455.525
txact,58,24,31,492.240
txact,58,24,32,484.298
txact,58,24,33,532.493
txact,58,24,34,493.026
txact,58,24,35,549.917
txact,58,26,11,486.237
txact,58,26,12,493.376
txact,58,26,13,501.813
txact,58,26,14,491.569
txact,58,26,15,498.030
txact,58,26,21,541.988
txact,58,26,22,499.223
txact,58,26,23,554.243
txact,58,26,24,515.594
txact,58,26,25,500.416
txact,58,26,31,529.716
txact,58,26,32,488.309
txact,58,26,33,548.446
txact,58,26,34,478.162
txact,58,26,35,558.075
txact,58,28,11,507.407
txact,58,28,12,514.809
txact,58,28,13,513.091
txact,58,28,14,559.349
txact,58,28,15,525.651
txact,58,28,21,494.456
txact,58,28,22,533.951
txact,58,28,23,537.657
txact,58,28,24,535.180
txact,58,28,25,535.880
txact,58,28,31,566.123
txact,58,28,32,484.244
txact,58,28,33,502.277
txact,58,28,34,478.793
txact,58,28,35,537.013
txact,58,30,11,510.058
txact,58,30,12,504.186
txact,58,30,13,540.603
txact,58,30,14,471.186
txact,58,30,15,526.520
txact,58,30,21,458.875
txact,58,30,22,489.127
txact,58,30,23,479.742
txact,58,30,24,518.683
txact,58,30,25,465.466
txact,58,30,31,533.832
txact,58,30,32,503.769
txact,58,30,33,478.826
txact,58,30,34,447.027
txact,58,30,35,588.072
txact,58,32,11,527.561
txact,58,32,12,500.463
txact,58,32,13,511.157
txact,58,32,14,565.698
txact,58,32,15,527.220
txact,58,32,21,530.252
txact,58,32,22,482.783
txact,58,32,23,506.771
txact,58,32,24,502.219
txact,58,32,25,586.617
txact,58,32,31,507.054
txact,58,32,32,563.447
txact,58,32,33,545.767
txact,58,32,34,556.122
txact,58,32,35,464.366
txact,58,34,11,547.331
txact,58,34,12,530.674
txact,58,34,13,473.142
txact,58,34,14,503.177
txact,58,34,15,558.725
txact,58,34,21,528.998
txact,58,34,22,527.997
txact,58,34,23,514.123
txact,58,34,24,514.782
txact,58,34,25,559.870
txact,58,34,31,551.218
txact,58,34,32,487.905
txact,58,34,33,502.750
txact,58,34,34,486.562
txact,58,34,35,508.782
txact,58,36,11,526.345
txact,58,36,12,505.309
txact,58,36,13,497.245
txact,58,36,14,505.558
txact,58,36,15,557.894
txact,58,36,21,530.842
txact,58,36,22,573.648
txact,58,36,23,562.358
txact,58,36,24,523.272
txact,58,36,25,518.838
txact,58,36,31,537.789
txact,58,36,32,520.553
txact,58,36,33,512.324
txact,58,36,34,503.230
txact,58,36,35,503.158
txact,58,38,11,520.816
txact,58,38,12,527.734
txact,58,38,13,540.979
txact,58,38,14,517.789
txact,58,38,15,539.909
txact,58,38,21,548.356
txact,58,38,22,502.432
txact,58,38,23,545.570
txact,58,38,24,543.311
txact,58,38,25,525.167
txact,58,38,31,510.689
txact,58,38,32,537.202
txact,58,38,33,524.576
txact,58,38,34,479.575
txact,58,38,35,507.497
txact,58,4,11,527.461
txact,58,4,12,530.201
txact,58,4,13,523.482
txact,58,4,14,538.745
txact,58,4,15,565.144
txact,58,4,21,539.238
txact,58,4,22,535.926
txact,58,4,23,537.406
txact,58,4,24,509.860
txact,58,4,25,545.452
txact,58,4,31,505.821
txact,58,4,32,515.252
txact,58,4,33,505.687
txact,58,4,34,499.130
txact,58,4,35,492.406
txact,58,40,11,529.231
txact,58,40,12,560.746
txact,58,40,13,478.887
txact,58,40,14,512.831
txact,58,40,15,503.913
txact,58,40,21,559.525
txact,58,40,22,565.360
txact,58,40,23,506.038
txact,58,40,24,495.039
txact,58,40,25,505.023
txact,58,40,31,540.888
txact,58,40,32,504.647
txact,58,40,33,509.489
txact,58,40,34,535.317
txact,58,40,35,502.286
txact,58,42,11,526.254
txact,58,42,12,557.683
txact,58,42,13,501.166
txact,58,42,14,539.763
txact,58,42,15,518.236
txact,58,42,21,562.780
txact,58,42,22,534.473
txact,58,42,23,540.687
txact,58,42,24,513.335
txact,58,42,25,538.981
txact,58,42,31,559.270
txact,58,42,32,503.130
txact,58,42,33,532.693
txact,58,42,34,525.567
txact,58,42,35,513.135
txact,58,44,11,576.482
txact,58,44,12,507.108
txact,58,44,13,518.748
txact,58,44,14,579.138
txact,58,44,15,548.831
txact,58,44,21,535.843
txact,58,44,22,550.098
txact,58,44,23,551.321
txact,58,44,24,567.519
txact,58,44,25,553.687
txact,58,44,31,568.075
txact,58,44,32,601.667
txact,58,44,33,562.200
txact,58,44,34,546.014
txact,58,44,35,544.696
txact,58,46,11,498.198
txact,58,46,12,507.571
txact,58,46,13,522.945
txact,58,46,14,518.484
txact,58,46,15,527.474
txact,58,46,21,492.687
txact,58,46,22,544.358
txact,58,46,23,508.377
txact,58,46,24,526.334
txact,58,46,25,554.085
txact,58,46,31,553.444
txact,58,46,32,552.878
txact,58,46,33,543.125
txact,58,46,34,536.514
txact,58,46,35,555.558
txact,58,48,11,497.460
txact,58,48,12,502.719
txact,58,48,13,525.531
txact,58,48,14,533.552
txact,58,48,15,568.040
txact,58,48,21,519.431
txact,58,48,22,546.407
txact,58,48,23,490.581
txact,58,48,24,528.843
txact,58,48,25,518.342
txact,58,48,31,580.579
txact,58,48,32,510.364
txact,58,48,33,553.499
txact,58,48,34,571.343
txact,58,48,35,527.030
txact,58,50,11,543.490
txact,58,50,12,549.168
txact,58,50,13,521.371
txact,58,50,14,514.785
txact,58,50,15,554.497
txact,58,50,21,534.804
txact,58,50,22,538.747
txact,58,50,23,539.377
txact,58,50,24,562.228
txact,58,50,25,529.230
txact,58,50,31,558.656
txact,58,50,32,532.906
txact,58,50,33,564.255
txact,58,50,34,535.528
txact,58,50,35,522.795
txact,58,52,11,520.303
txact,58,52,12,506.535
txact,58,52,13,525.543
txact,58,52,14,538.126
txact,58,52,15,561.343
txact,58,52,21,530.826
txact,58,52,22,515.868
txact,58,52,23,501.923
txact,58,52,24,538.729
txact,58,52,25,493.355
txact,58,52,31,551.973
txact,58,52,32,537.440
txact,58,52,33,558.219
txact,58,52,34,602.022
txact,58,52,35,524.956
txact,58,54,11,533.687
txact,58,54,12,533.012
txact,58,54,13,530.341
txact,58,54,14,555.351
txact,58,54,15,554.226
txact,58,54,21,517.379
txact,58,54,22,554.266
txact,58,54,23,567.975
txact,58,54,24,523.200
txact,58,54,25,541.321
txact,58,54,31,540.328
txact,58,54,32,540.711
txact,58,54,33,565.885
txact,58,54,34,547.128
txact,58,54,35,529.825
txact,58,56,11,562.157
txact,58,56,12,564.595
txact,58,56,13,529.236
txact,58,56,14,514.814
txact,58,56,15,529.362
txact,58,56,21,529.532
txact,58,56,22,498.421
txact,58,56,23,541.424
txact,58,56,24,542.034
txact,58,56,25,548.725
txact,58,56,31,548.723
txact,58,56,32,565.093
txact,58,56,33,556.908
txact,58,56,34,526.044
txact,58,56,35,567.045
txact,58,58,11,522.942
txact,58,58,12,560.011
txact,58,58,13,514.711
txact,58,58,14,549.184
txact,58,58,15,544.411
txact,58,58,21,557.895
txact,58,58,22,580.844
txact,58,58,23,593.175
txact,58,58,24,552.681
txact,58,58,25,526.678
txact,58,58,31,546.213
txact,58,58,32,512.600
txact,58,58,33,524.400
txact,58,58,34,499.500
txact,58,58,35,543.199
txact,58,6,11,453.282
txact,58,6,12,469.537
txact,58,6,13,469.615
txact,58,6,14,475.055
txact,58,6,15,476.770
txact,58,6,21,511.812
txact,58,6,22,452.316
txact,58,6,23,494.577
txact,58,6,24,499.634
txact,58,6,25,464.164
txact,58,6,31,452.324
txact,58,6,32,516.549
txact,58,6,33,461.534
txact,58,6,34,499.283
txact,58,6,35,518.854
txact,58,60,11,543.954
txact,58,60,12,518.754
txact,58,60,13,576.225
txact,58,60,14,546.201
txact,58,60,15,548.736
txact,58,60,21,550.332
txact,58,60,22,533.617
txact,58,60,23,536.547
txact,58,60,24,523.872
txact,58,60,25,562.876
txact,58,60,31,556.284
txact,58,60,32,526.718
txact,58,60,33,545.563
txact,58,60,34,538.574
txact,58,60,35,549.211
txact,58,62,11,503.089
txact,58,62,12,533.850
txact,58,62,13,540.940
txact,58,62,14,555.926
txact,58,62,15,543.607
txact,58,62,21,534.833
txact,58,62,22,565.974
txact,58,62,23,557.044
txact,58,62,24,514.765
txact,58,62,25,552.052
txact,58,62,31,520.261
txact,58,62,32,568.842
txact,58,62,33,531.122
txact,58,62,34,569.829
txact,58,62,35,532.976
txact,58,64,11,547.255
txact,58,64,12,577.808
txact,58,64,13,512.297
txact,58,64,14,557.884
txact,58,64,15,540.358
txact,58,64,21,540.526
txact,58,64,22,514.800
txact,58,64,23,573.712
txact,58,64,24,586.453
txact,58,64,25,523.586
txact,58,64,31,566.563
txact,58,64,32,496.432
txact,58,64,33,551.930
txact,58,64,34,521.853
txact,58,64,35,566.670
txact,58,8,11,475.191
txact,58,8,12,519.097
txact,58,8,13,481.138
txact,58,8,14,451.627
txact,58,8,15,446.830
txact,58,8,21,431.526
txact,58,8,22,453.921
txact,58,8,23,437.083
txact,58,8,24,470.254
txact,58,8,25,449.648
txact,58,8,31,469.627
txact,58,8,32,448.417
txact,58,8,33,460.850
txact,58,8,34,467.195
txact,58,8,35,467.768
txact,6,1,11,1445.025
txact,6,1,12,1737.437
txact,6,1,13,2159.574
txact,6,1,14,1648.607
txact,6,1,15,1551.193
txact,6,1,21,2105.395
txact,6,1,22,1902.998
txact,6,1,23,2223.144
txact,6,1,24,1868.623
txact,6,1,25,1988.416
txact,6,1,31,1942.899
txact,6,1,32,2322.929
txact,6,1,33,2280.740
txact,6,1,34,2413.033
txact,6,1,35,2023.122
txact,6,10,11,2950.388
txact,6,10,12,3087.754
txact,6,10,13,2879.136
txact,6,10,14,2996.026
txact,6,10,15,3113.766
txact,6,10,21,2968.664
txact,6,10,22,2974.036
txact,6,10,23,3120.821
txact,6,10,24,3170.659
txact,6,10,25,3133.143
txact,6,10,31,2866.563
txact,6,10,32,2774.729
txact,6,10,33,2997.821
txact,6,10,34,2924.384
txact,6,10,35,2947.784
txact,6,12,11,3016.760
txact,6,12,12,3051.208
txact,6,12,13,3138.410
txact,6,12,14,2983.804
txact,6,12,15,3068.178
txact,6,12,21,3178.819
txact,6,12,22,3092.753
txact,6,12,23,3007.869
txact,6,12,24,3077.408
txact,6,12,25,3047.964
txact,6,12,31,3059.541
txact,6,12,32,3239.262
txact,6,12,33,3067.808
txact,6,12,34,3126.029
txact,6,12,35,3004.911
txact,6,14,11,3208.053
txact,6,14,12,3137.942
txact,6,14,13,3121.165
txact,6,14,14,3113.913
txact,6,14,15,3237.977
txact,6,14,21,3047.969
txact,6,14,22,2935.220
txact,6,14,23,3097.059
txact,6,14,24,3121.129
txact,6,14,25,3064.429
txact,6,14,31,3180.741
txact,6,14,32,3199.812
txact,6,14,33,3178.433
txact,6,14,34,3126.950
txact,6,14,35,3112.150
txact,6,16,11,3030.015
txact,6,16,12,3234.131
txact,6,16,13,3145.394
txact,6,16,14,3212.695
txact,6,16,15,3206.481
txact,6,16,21,3113.121
txact,6,16,22,3170.010
txact,6,16,23,3094.159
txact,6,16,24,3122.042
txact,6,16,25,3089.759
txact,6,16,31,3188.363
txact,6,16,32,3116.107
txact,6,16,33,3074.129
txact,6,16,34,3118.608
txact,6,16,35,3054.045
txact,6,18,11,3162.151
txact,6,18,12,3227.083
txact,6,18,13,3144.293
txact,6,18,14,3196.295
txact,6,18,15,3162.983
txact,6,18,21,3178.827
txact,6,18,22,3145.061
txact,6,18,23,3172.792
txact,6,18,24,3145.140
txact,6,18,25,3165.986
txact,6,18,31,3175.857
txact,6,18,32,3148.394
txact,6,18,33,3140.262
txact,6,18,34,3222.399
txact,6,18,35,3221.794
txact,6,2,11,2427.481
txact,6,2,12,2387.974
txact,6,2,13,2582.963
txact,6,2,14,2139.769
txact,6,2,15,2639.652
txact,6,2,21,2453.135
txact,6,2,22,2008.473
txact,6,2,23,2634.445
txact,6,2,24,1809.009
txact,6,2,25,2531.638
txact,6,2,31,2170.868
txact,6,2,32,2525.855
txact,6,2,33,2501.280
txact,6,2,34,2623.123
txact,6,2,35,2286.463
txact,6,20,11,3186.776
txact,6,20,12,3109.924
txact,6,20,13,3243.986
txact,6,20,14,3205.089
txact,6,20,15,3171.500
txact,6,20,21,3220.884
txact,6,20,22,3223.232
txact,6,20,23,3159.047
txact,6,20,24,3102.952
txact,6,20,25,3223.688
txact,6,20,31,3194.834
txact,6,20,32,3194.435
txact,6,20,33,3258.638
txact,6,20,34,3127.252
txact,6,20,35,3130.972
txact,6,22,11,3185.567
txact,6,22,12,3251.377
txact,6,22,13,3138.269
txact,6,22,14,3210.569
txact,6,22,15,3167.219
txact,6,22,21,3150.941
txact,6,22,22,3215.247
txact,6,22,23,3142.669
txact,6,22,24,3252.002
txact,6,22,25,3220.284
txact,6,22,31,3180.915
txact,6,22,32,3237.926
txact,6,22,33,3179.184
txact,6,22,34,3270.228
txact,6,22,35,3182.972
txact,6,24,11,3268.232
txact,6,24,12,3263.313
txact,6,24,13,3202.091
txact,6,24,14,3188.178
txact,6,24,15,3219.853
txact,6,24,21,3160.546
txact,6,24,22,3200.848
txact,6,24,23,3264.180
txact,6,24,24,3218.217
txact,6,24,25,3211.858
txact,6,24,31,3254.051
txact,6,24,32,3172.748
txact,6,24,33,3183.823
txact,6,24,34,3233.149
txact,6,24,35,3211.002
txact,6,26,11,3228.956
txact,6,26,12,3249.095
txact,6,26,13,3189.265
txact,6,26,14,3270.079
txact,6,26,15,3250.962
txact,6,26,21,3250.441
txact,6,26,22,3278.812
txact,6,26,23,3255.609
txact,6,26,24,3135.246
txact,6,26,25,3257.833
txact,6,26,31,3197.731
txact,6,26,32,3215.340
txact,6,26,33,3240.769
txact,6,26,34,3237.406
txact,6,26,35,3216.762
txact,6,28,11,3194.751
txact,6,28,12,3169.824
txact,6,28,13,3205.703
txact,6,28,14,3186.055
txact,6,28,15,3300.960
txact,6,28,21,3297.497
txact,6,28,22,3201.165
txact,6,28,23,3267.910
txact,6,28,24,3237.346
txact,6,28,25,3257.427
txact,6,28,31,3198.725
txact,6,28,32,3177.564
txact,6,28,33,3198.199
txact,6,28,34,3213.070
txact,6,28,35,3200.354
txact,6,30,11,3154.982
txact,6,30,12,3153.673
txact,6,30,13,3193.895
txact,6,30,14,3165.503
txact,6,30,15,3160.860
txact,6,30,21,3177.171
txact,6,30,22,3192.042
txact,6,30,23,3196.298
txact,6,30,24,3124.736
txact,6,30,25,3152.360
txact,6,30,31,3193.041
txact,6,30,32,3135.155
txact,6,30,33,3144.315
txact,6,30,34,3173.732
txact,6,30,35,3095.706
txact,6,32,11,3118.943
txact,6,32,12,3127.499
txact,6,32,13,3165.771
txact,6,32,14,3138.704
txact,6,32,15,3147.187
txact,6,32,21,3181.204
txact,6,32,22,3132.900
txact,6,32,23,3179.224
txact,6,32,24,3135.917
txact,6,32,25,3156.724
txact,6,32,31,3176.443
txact,6,32,32,3191.386
txact,6,32,33,3196.072
txact,6,32,34,3156.196
txact,6,32,35,3217.174
txact,6,34,11,3178.667
txact,6,34,12,3230.823
txact,6,34,13,3196.223
txact,6,34,14,3195.305
txact,6,34,15,3172.607
txact,6,34,21,3209.151
txact,6,34,22,3165.550
txact,6,34,23,3206.926
txact,6,34,24,3207.699
txact,6,34,25,3183.947
txact,6,34,31,3179.539
txact,6,34,32,3120.996
txact,6,34,33,3182.331
txact,6,34,34,3201.500
txact,6,34,35,3144.217
txact,6,36,11,3175.372
txact,6,36,12,3145.546
txact,6,36,13,3171.403
txact,6,36,14,3178.759
txact,6,36,15,3119.486
txact,6,36,21,3204.760
txact,6,36,22,3164.208
txact,6,36,23,3170.279
txact,6,36,24,3176.754
txact,6,36,25,3230.065
txact,6,36,31,3129.941
txact,6,36,32,3176.476
txact,6,36,33,3193.370
txact,6,36,34,3178.077
txact,6,36,35,3212.745
txact,6,38,11,3175.987
txact,6,38,12,3144.944
txact,6,38,13,3199.915
txact,6,38,14,3144.923
txact,6,38,15,3207.546
txact,6,38,21,3172.830
txact,6,38,22,3181.408
txact,6,38,23,3223.019
txact,6,38,24,3139.030
txact,6,38,25,3154.491
txact,6,38,31,3178.886
txact,6,38,32,3172.770
txact,6,38,33,3162.489
txact,6,38,34,3200.815
txact,6,38,35,3158.444
txact,6,4,11,2738.210
txact,6,4,12,2750.598
txact,6,4,13,2810.419
txact,6,4,14,2679.872
txact,6,4,15,2672.644
txact,6,4,21,2857.201
txact,6,4,22,3056.348
txact,6,4,23,2783.582
txact,6,4,24,2724.052
txact,6,4,25,2446.291
txact,6,4,31,2981.329
txact,6,4,32,2577.901
txact,6,4,33,2605.931
txact,6,4,34,2636.187
txact,6,4,35,2798.368
txact,6,40,11,3169.510
txact,6,40,12,3156.588
txact,6,40,13,3161.511
txact,6,40,14,3220.825
txact,6,40,15,3163.846
txact,6,40,21,3201.414
txact,6,40,22,3196.908
txact,6,40,23,3187.214
txact,6,40,24,3139.564
txact,6,40,25,3187.659
txact,6,40,31,3132.451
txact,6,40,32,3154.501
txact,6,40,33,3173.833
txact,6,40,34,3168.576
txact,6,40,35,3202.308
txact,6,42,11,3172.580
txact,6,42,12,3232.373
txact,6,42,13,3167.472
txact,6,42,14,3147.217
txact,6,42,15,3141.467
txact,6,42,21,3247.242
txact,6,42,22,3180.452
txact,6,42,23,3191.243
txact,6,42,24,3233.695
txact,6,42,25,3243.552
txact,6,42,31,3205.788
txact,6,42,32,3198.640
txact,6,42,33,3229.412
txact,6,42,34,3181.203
txact,6,42,35,3209.905
txact,6,44,11,3187.129
txact,6,44,12,3185.190
txact,6,44,13,3182.625
txact,6,44,14,3270.346
txact,6,44,15,3152.020
txact,6,44,21,3218.137
txact,6,44,22,3152.907
txact,6,44,23,3172.880
txact,6,44,24,3168.781
txact,6,44,25,3178.877
txact,6,44,31,3161.848
txact,6,44,32,3265.115
txact,6,44,33,3145.982
txact,6,44,34,3206.032
txact,6,44,35,3157.735
txact,6,46,11,3191.924
txact,6,46,12,3136.749
txact,6,46,13,3142.534
txact,6,46,14,3203.341
txact,6,46,15,3207.553
txact,6,46,21,3234.840
txact,6,46,22,3202.249
txact,6,46,23,3220.867
txact,6,46,24,3193.319
txact,6,46,25,3176.890
txact,6,46,31,3162.083
txact,6,46,32,3186.069
txact,6,46,33,3214.672
txact,6,46,34,3149.370
txact,6,46,35,3240.078
txact,6,48,11,3171.013
txact,6,48,12,3250.746
txact,6,48,13,3135.807
txact,6,48,14,3202.554
txact,6,48,15,3210.823
txact,6,48,21,3184.556
txact,6,48,22,3209.359
txact,6,48,23,3239.430
txact,6,48,24,3227.644
txact,6,48,25,3224.276
txact,6,48,31,3146.693
txact,6,48,32,3201.094
txact,6,48,33,3224.033
txact,6,48,34,3224.981
txact,6,48,35,3216.829
txact,6,50,11,3218.210
txact,6,50,12,3208.302
txact,6,50,13,3229.226
txact,6,50,14,3225.925
txact,6,50,15,3200.984
txact,6,50,21,3211.124
txact,6,50,22,3232.013
txact,6,50,23,3173.092
txact,6,50,24,3219.994
txact,6,50,25,3236.094
txact,6,50,31,3235.101
txact,6,50,32,3230.115
txact,6,50,33,3240.161
txact,6,50,34,3140.204
txact,6,50,35,3149.700
txact,6,52,11,3190.958
txact,6,52,12,3140.726
txact,6,52,13,3185.571
txact,6,52,14,3217.157
txact,6,52,15,3235.198
txact,6,52,21,3226.172
txact,6,52,22,3207.786
txact,6,52,23,3185.965
txact,6,52,24,3204.334
txact,6,52,25,3183.866
txact,6,52,31,3244.889
txact,6,52,32,3255.790
txact,6,52,33,3230.705
txact,6,52,34,3225.760
txact,6,52,35,3257.929
txact,6,54,11,3254.382
txact,6,54,12,3180.985
txact,6,54,13,3109.277
txact,6,54,14,3214.285
txact,6,54,15,3186.642
txact,6,54,21,3216.138
txact,6,54,22,3231.502
txact,6,54,23,3162.449
txact,6,54,24,3205.040
txact,6,54,25,3201.019
txact,6,54,31,3192.269
txact,6,54,32,3215.111
txact,6,54,33,3219.922
txact,6,54,34,3232.830
txact,6,54,35,3184.292
txact,6,56,11,3183.500
txact,6,56,12,3220.580
txact,6,56,13,3230.524
txact,6,56,14,3210.445
txact,6,56,15,3253.759
txact,6,56,21,3237.416
txact,6,56,22,3214.993
txact,6,56,23,3148.381
txact,6,56,24,3234.715
txact,6,56,25,3151.814
txact,6,56,31,3205.517
txact,6,56,32,3169.747
txact,6,56,33,3167.110
txact,6,56,34,3192.445
txact,6,56,35,3246.007
txact,6,58,11,3202.006
txact,6,58,12,3203.929
txact,6,58,13,3248.297
txact,6,58,14,3179.954
txact,6,58,15,3224.314
txact,6,58,21,3195.324
txact,6,58,22,3206.733
txact,6,58,23,3232.763
txact,6,58,24,3180.623
txact,6,58,25,3174.283
txact,6,58,31,3277.748
txact,6,58,32,3238.806
txact,6,58,33,3215.274
txact,6,58,34,3187.037
txact,6,58,35,3152.989
txact,6,6,11,2867.904
txact,6,6,12,2881.302
txact,6,6,13,2964.834
txact,6,6,14,2868.911
txact,6,6,15,2937.940
txact,6,6,21,2970.490
txact,6,6,22,2954.045
txact,6,6,23,2558.082
txact,6,6,24,2495.595
txact,6,6,25,2909.622
txact,6,6,31,2779.819
txact,6,6,32,2859.278
txact,6,6,33,2797.817
txact,6,6,34,2709.205
txact,6,6,35,2996.888
txact,6,60,11,3223.952
txact,6,60,12,3192.028
txact,6,60,13,3204.348
txact,6,60,14,3177.391
txact,6,60,15,3179.544
txact,6,60,21,3215.011
txact,6,60,22,3216.310
txact,6,60,23,3197.976
txact,6,60,24,3180.147
txact,6,60,25,3221.443
txact,6,60,31,3190.921
txact,6,60,32,3223.165
txact,6,60,33,3280.657
txact,6,60,34,3183.426
txact,6,60,35,3198.200
txact,6,62,11,3215.808
txact,6,62,12,3230.679
txact,6,62,13,3231.855
txact,6,62,14,3205.727
txact,6,62,15,3192.413
txact,6,62,21,3200.071
txact,6,62,22,3230.514
txact,6,62,23,3208.335
txact,6,62,24,3259.391
txact,6,62,25,3214.573
txact,6,62,31,3185.071
txact,6,62,32,3224.591
txact,6,62,33,3270.647
txact,6,62,34,3199.011
txact,6,62,35,3201.471
txact,6,64,11,3192.653
txact,6,64,12,3214.932
txact,6,64,13,3225.814
txact,6,64,14,3205.641
txact,6,64,15,3272.983
txact,6,64,21,3207.234
txact,6,64,22,3206.694
txact,6,64,23,3225.538
txact,6,64,24,3247.912
txact,6,64,25,3240.450
txact,6,64,31,3207.123
txact,6,64,32,3237.726
txact,6,64,33,3210.931
txact,6,64,34,3203.587
txact,6,64,35,3190.673
txact,6,8,11,2953.183
txact,6,8,12,2904.437
txact,6,8,13,2882.332
txact,6,8,14,2852.687
txact,6,8,15,2961.581
txact,6,8,21,2607.432
txact,6,8,22,2925.378
txact,6,8,23,2993.185
txact,6,8,24,2777.951
txact,6,8,25,2708.636
txact,6,8,31,2942.209
txact,6,8,32,3039.655
txact,6,8,33,2992.061
txact,6,8,34,3074.353
txact,6,8,35,3019.911
txact,60,1,11,755.139
txact,60,1,12,811.609
txact,60,1,13,706.212
txact,60,1,14,708.402
txact,60,1,15,804.641
txact,60,1,21,860.123
txact,60,1,22,767.350
txact,60,1,23,753.668
txact,60,1,24,776.458
txact,60,1,25,777.383
txact,60,1,31,755.791
txact,60,1,32,775.328
txact,60,1,33,769.777
txact,60,1,34,800.432
txact,60,1,35,781.535
txact,60,10,11,470.256
txact,60,10,12,432.159
txact,60,10,13,441.868
txact,60,10,14,423.127
txact,60,10,15,455.891
txact,60,10,21,420.497
txact,60,10,22,442.079
txact,60,10,23,426.062
txact,60,10,24,423.735
txact,60,10,25,513.973
txact,60,10,31,446.949
txact,60,10,32,468.148
txact,60,10,33,444.864
txact,60,10,34,492.089
txact,60,10,35,457.673
txact,60,12,11,428.488
txact,60,12,12,470.476
txact,60,12,13,486.748
txact,60,12,14,474.368
txact,60,12,15,505.150
txact,60,12,21,480.915
txact,60,12,22,478.313
txact,60,12,23,464.008
txact,60,12,24,477.950
txact,60,12,25,480.467
txact,60,12,31,512.771
txact,60,12,32,512.695
txact,60,12,33,487.298
txact,60,12,34,476.212
txact,60,12,35,470.261
txact,60,14,11,493.792
txact,60,14,12,512.555
txact,60,14,13,471.775
txact,60,14,14,435.967
txact,60,14,15,487.021
txact,60,14,21,462.314
txact,60,14,22,477.356
txact,60,14,23,476.782
txact,60,14,24,491.363
txact,60,14,25,533.218
txact,60,14,31,480.122
txact,60,14,32,480.638
txact,60,14,33,428.689
txact,60,14,34,503.527
txact,60,14,35,440.626
txact,60,16,11,450.818
txact,60,16,12,495.282
txact,60,16,13,511.833
txact,60,16,14,489.762
txact,60,16,15,557.285
txact,60,16,21,515.435
txact,60,16,22,534.821
txact,60,16,23,457.419
txact,60,16,24,511.262
txact,60,16,25,514.774
txact,60,16,31,505.932
txact,60,16,32,527.850
txact,60,16,33,486.745
txact,60,16,34,519.325
txact,60,16,35,483.927
txact,60,18,11,493.487
txact,60,18,12,526.051
txact,60,18,13,486.248
txact,60,18,14,476.977
txact,60,18,15,482.300
txact,60,18,21,486.471
txact,60,18,22,509.980
txact,60,18,23,495.298
txact,60,18,24,556.940
txact,60,18,25,533.053
txact,60,18,31,543.484
txact,60,18,32,556.882
txact,60,18,33,484.101
txact,60,18,34,517.484
txact,60,18,35,481.451
txact,60,2,11,648.280
txact,60,2,12,696.971
txact,60,2,13,736.029
txact,60,2,14,712.526
txact,60,2,15,680.237
txact,60,2,21,711.680
txact,60,2,22,794.972
txact,60,2,23,713.900
txact,60,2,24,768.796
txact,60,2,25,760.378
txact,60,2,31,694.172
txact,60,2,32,743.330
txact,60,2,33,728.615
txact,60,2,34,768.498
txact,60,2,35,757.817
txact,60,20,11,491.733
txact,60,20,12,530.349
txact,60,20,13,512.452
txact,60,20,14,513.182
txact,60,20,15,504.394
txact,60,20,21,502.356
txact,60,20,22,459.849
txact,60,20,23,523.512
txact,60,20,24,484.806
txact,60,20,25,476.133
txact,60,20,31,460.846
txact,60,20,32,535.524
txact,60,20,33,513.818
txact,60,20,34,535.976
txact,60,20,35,559.225
txact,60,22,11,492.789
txact,60,22,12,520.019
txact,60,22,13,511.987
txact,60,22,14,485.386
txact,60,22,15,552.770
txact,60,22,21,493.828
txact,60,22,22,537.840
txact,60,22,23,509.278
txact,60,22,24,505.756
txact,60,22,25,560.822
txact,60,22,31,477.938
txact,60,22,32,486.425
txact,60,22,33,493.767
txact,60,22,34,469.530
txact,60,22,35,537.689
txact,60,24,11,518.361
txact,60,24,12,500.062
txact,60,24,13,499.817
txact,60,24,14,555.081
txact,60,24,15,558.337
txact,60,24,21,486.072
txact,60,24,22,491.582
txact,60,24,23,525.896
txact,60,24,24,505.849
txact,60,24,25,540.808
txact,60,24,31,529.267
txact,60,24,32,515.940
txact,60,24,33,499.543
txact,60,24,34,462.320
txact,60,24,35,550.002
txact,60,26,11,542.268
txact,60,26,12,537.968
txact,60,26,13,511.296
txact,60,26,14,497.545
txact,60,26,15,552.144
txact,60,26,21,543.387
txact,60,26,22,545.180
txact,60,26,23,492.006
